code,n,threads,speedup1,efficiency1,speedup2,efficiency2,bandwidth
OBf,1024,64,0.061330103,0.095828286,0.309413092,0.483457957,1629663944.323785067
O,2048,1,1.000000000,100.000000000,1.000000000,100.000000000,264960014.182839364
O,2048,2,0.514455451,25.722772536,1.998069377,99.903468829,529408490.357803345
O,2048,4,0.269057172,6.726429305,3.843893900,96.097347497,1018478182.230025530
O,2048,8,0.179582184,2.244777302,5.786840943,72.335511793,1533281458.442523718
O,2048,16,0.105538132,0.659613327,9.266081552,57.913009702,2455141099.534779549
O,2048,32,0.044821145,0.140066079,9.308148519,29.087964122,2466287163.587727070
O,2048,64,0.028459823,0.044468473,20.222180170,31.597156516,5358069144.707221031
OR,2048,1,1.000000000,100.000000000,1.000000000,100.000000000,794029396.374553204
OR,2048,2,1.135874932,56.793746587,2.056205574,102.810278676,1632687670.369621515
OR,2048,4,1.086315293,27.157882321,4.079119280,101.977981990,3238940619.310263634
OR,2048,8,1.079854555,13.498181933,9.019913982,112.748924772,7162076854.260270119
OR,2048,16,0.951757155,5.948482219,15.005292485,93.783078029,11914643334.041553497
OR,2048,32,0.875130570,2.734783032,26.248417991,82.026306223,20842015493.456977844
OR,2048,64,0.415565150,0.649320546,6.335460839,9.899157562,5030542146.060616493
OB,2048,1,1.000000000,100.000000000,1.000000000,100.000000000,1593235641.996212721
OB,2048,2,1.322990054,66.149502703,2.003464422,100.173221125,3191990925.385431290
OB,2048,4,2.639314756,65.982868910,3.995663784,99.891594607,6366033954.567834854
OB,2048,8,4.908815404,61.360192546,6.677510867,83.468885832,10638848312.425176620
OB,2048,16,9.659486118,60.371788240,8.848573873,55.303586704,14097863274.720029831
OB,2048,32,18.031983270,56.349947718,12.287172956,38.397415486,19576361892.154624939
OB,2048,64,0.748170188,1.169015918,3.458715088,5.404242324,5510548152.964704514
OBT,2048,1,1.000000000,100.000000000,1.000000000,100.000000000,1569558888.719794750
OBT,2048,2,1.985378051,99.268902530,2.006163100,100.308154991,3148791125.542519093
OBT,2048,4,4.566393722,114.159843056,4.004939138,100.123478440,6285987822.194949150
OBT,2048,8,9.263780750,115.797259377,7.031152090,87.889401123,11035807260.572034836
OBT,2048,16,18.461329904,115.383311898,8.705784250,54.411151565,13664241053.429500580
OBT,2048,32,32.830491257,102.595285180,12.550337031,39.219803220,19698493042.721385956
OBT,2048,64,0.793268375,1.239481836,3.477845685,5.434133883,5458683609.140543938
OB_S,2048,1,1.000000000,100.000000000,1.000000000,100.000000000,1592629608.373576164
OB_S,2048,2,1.990561658,99.528082911,1.880707440,94.035371986,2995270353.173992634
OB_S,2048,4,3.812513592,95.312839803,3.927071931,98.176798268,6254371031.096541405
OB_S,2048,8,7.787426665,97.342833318,7.898311311,98.728891386,12579084449.799081802
OB_S,2048,16,13.552614562,84.703841015,15.163060875,94.769130471,24149139703.559558868
OB_S,2048,32,23.847497165,74.523428639,31.569859907,98.655812209,50279093620.129936218
OB_S,2048,64,0.759255067,1.186336043,3.797121012,5.933001581,6047407350.220458984
OB_D,2048,1,1.000000000,100.000000000,1.000000000,100.000000000,1560927162.560453176
OB_D,2048,2,1.984448331,99.222416547,1.951447379,97.572368972,3046067220.885978699
OB_D,2048,4,3.898504201,97.462605024,3.064956007,76.623900186,4784173084.073534966
OB_D,2048,8,7.123984988,89.049812345,4.372748099,54.659351242,6825541283.337929726
OB_D,2048,16,11.975426401,74.846415007,8.415001105,52.593756907,13135203797.972614288
OB_D,2048,32,18.041867081,56.380834628,16.638385516,51.994954736,25971307892.305450439
OB_D,2048,64,0.766919645,1.198311946,3.491203418,5.455005340,5449514244.749591827
OBf,2048,1,1.000000000,100.000000000,1.000000000,100.000000000,3944025373.647542477
OBf,2048,2,2.012066751,100.603337548,1.870591317,93.529565832,7377659616.525937080
OBf,2048,4,3.799886336,94.997158405,2.822551748,70.563793689,11132215710.883035660
OBf,2048,8,7.205001123,90.062514037,4.256752558,53.209406974,16788740097.851255417
OBf,2048,16,11.603364607,72.521028795,6.532555463,40.828471644,25764564500.936931610
OBf,2048,32,17.604706868,55.014708961,7.231999659,22.599998934,28523190157.140621185
OBf,2048,64,0.333254230,0.520709735,1.437059318,2.245405184,5667798413.824645042
O,4096,1,1.000000000,100.000000000,1.000000000,100.000000000,132443393.086273268
O,4096,2,0.599988115,29.999405755,2.020877654,101.043882698,267651893.503106654
O,4096,4,0.351998834,8.799970861,4.072794195,101.819854879,539414682.547429562
O,4096,8,0.227219584,2.840244803,6.625937413,82.824217658,877561633.306974173
O,4096,16,0.099146020,0.619662626,9.977691291,62.360570571,1321479289.796591282
O,4096,32,0.065342017,0.204193804,11.396757016,35.614865675,1509425169.384660006
O,4096,64,0.030290478,0.047328872,10.104517793,15.788309051,1338276621.948999166
OR,4096,1,1.000000000,100.000000000,1.000000000,100.000000000,539306229.760769486
OR,4096,2,1.995842720,99.792135981,1.923018648,96.150932409,1037095936.910124660
OR,4096,4,2.124812305,53.120307631,3.355580974,83.889524351,1809685723.761604309
OR,4096,8,2.173994313,27.174928914,4.958174314,61.977178925,2673974295.781977654
OR,4096,16,2.053623418,12.835146364,8.104117112,50.650731948,4370600845.062959671
OR,4096,32,1.616398196,5.051244362,11.432913781,35.727855567,6165841626.629679680
OR,4096,64,0.638145328,0.997102075,16.559850707,25.874766730,8930830650.151865005
OB,4096,1,1.000000000,100.000000000,1.000000000,100.000000000,1232214426.031814098
OB,4096,2,1.218255337,60.912766829,1.843431264,92.171563213,2271502597.223930359
OB,4096,4,1.714557806,42.863945162,3.325121561,83.128039030,4097262756.043700695
OB,4096,8,2.922961382,36.537017271,5.193720258,64.921503230,6399777027.194787979
OB,4096,16,4.022381667,25.139885417,5.570647666,34.816547914,6864232416.610422134
OB,4096,32,5.934627991,18.545712472,7.675204975,23.985015548,9457498293.456222534
OB,4096,64,4.833043213,7.551630021,6.880929682,10.751452628,8478780818.711952209
OBT,4096,1,1.000000000,100.000000000,1.000000000,100.000000000,1158614515.527356386
OBT,4096,2,2.098584135,104.929206749,2.089459324,104.472966213,2420877902.701904297
OBT,4096,4,2.929311065,73.232776632,3.679751461,91.993786537,4263413456.784416199
OBT,4096,8,5.904298369,73.803729606,6.463114970,80.788937129,7488258820.175635338
OBT,4096,16,11.444727976,71.529549853,8.849595979,55.309974869,10253270357.889635086
OBT,4096,32,25.680347039,80.251084497,11.532676242,36.039613257,13361926097.271139145
OBT,4096,64,72.696505044,113.588289132,13.697318151,21.402059611,15869911633.383359909
OB_S,4096,1,1.000000000,100.000000000,1.000000000,100.000000000,1174530419.421684980
OB_S,4096,2,1.511584512,75.579225583,2.142800684,107.140034210,2516784586.359866619
OB_S,4096,4,3.820820210,95.520505260,4.373054223,109.326355577,5136285210.804769516
OB_S,4096,8,5.912408236,73.905102950,6.319728330,78.996604125,7422713166.078529358
OB_S,4096,16,10.500857043,65.630356519,7.717298714,48.233116964,9064202095.577131271
OB_S,4096,32,19.464226149,60.825706715,12.959106499,40.497207810,15220864791.878488541
OB_S,4096,64,33.782315695,52.784868274,24.040813016,37.563770338,28236666195.123390198
OB_D,4096,1,1.000000000,100.000000000,1.000000000,100.000000000,1167117279.054344893
OB_D,4096,2,1.610927527,80.546376363,1.642603623,82.130181146,1917111070.952750444
OB_D,4096,4,3.580232396,89.505809903,3.396975772,84.924394300,3964669120.034477234
OB_D,4096,8,7.036864625,87.960807808,5.539569793,69.244622411,6465327623.770438194
OB_D,4096,16,12.164628717,76.028929483,8.159513976,50.996962347,9523109749.523084641
OB_D,4096,32,18.892296959,59.038427995,10.788626266,33.714457081,12591592132.168045044
OB_D,4096,64,27.117972077,42.371831370,14.655816630,22.899713484,17105056827.153064728
OBf,4096,1,1.000000000,100.000000000,1.000000000,100.000000000,1939589446.478944302
OBf,4096,2,1.809682428,90.484121411,1.877952952,93.897647583,3642457726.005366802
OBf,4096,4,3.947271296,98.681782409,3.501410320,87.535257992,6791298503.865432739
OBf,4096,8,9.456796542,118.209956771,6.971249368,87.140617096,13521361702.266490936
OBf,4096,16,16.715407550,104.471297186,9.207632514,57.547703212,17859026851.075447083
OBf,4096,32,25.832321550,80.726004842,8.919021584,27.871942450,17299240137.538097382
OBf,4096,64,29.105419992,45.477218738,12.406139126,19.384592384,24062816519.729183197
